,RollType,strength,dexterity,constituion,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
862,3D6,8,12,7,17,8,12,-1,1,-2,3,-1,1
863,3D6,11,4,12,15,6,12,0,-3,1,2,-2,1
864,3D6,8,12,11,8,9,8,-1,1,0,-1,-1,-1
865,3D6,13,7,10,13,9,8,1,-2,0,1,-1,-1
866,3D6,12,9,9,10,14,6,1,-1,-1,0,2,-2
867,3D6,6,18,8,11,14,18,-2,4,-1,0,2,4
868,3D6,9,4,12,9,11,10,-1,-3,1,-1,0,0
869,3D6,10,16,7,12,10,10,0,3,-2,1,0,0
870,3D6,12,5,13,9,9,11,1,-3,1,-1,-1,0
871,3D6,9,14,14,7,10,5,-1,2,2,-2,0,-3
872,3D6,11,11,9,14,11,7,0,0,-1,2,0,-2
873,3D6,12,13,7,8,10,13,1,1,-2,-1,0,1
874,3D6,9,12,10,13,11,4,-1,1,0,1,0,-3
875,3D6,9,4,11,12,10,6,-1,-3,0,1,0,-2
876,3D6,12,7,5,9,15,6,1,-2,-3,-1,2,-2
877,3D6,12,15,11,6,14,9,1,2,0,-2,2,-1
878,3D6,8,14,12,14,13,12,-1,2,1,2,1,1
879,3D6,9,14,17,9,4,8,-1,2,3,-1,-3,-1
880,3D6,8,8,9,12,10,11,-1,-1,-1,1,0,0
881,3D6,11,11,9,11,13,16,0,0,-1,0,1,3
882,3D6,12,15,13,14,13,9,1,2,1,2,1,-1
883,3D6,13,16,8,15,9,8,1,3,-1,2,-1,-1
884,3D6,7,13,10,10,12,11,-2,1,0,0,1,0
885,3D6,11,8,8,10,14,10,0,-1,-1,0,2,0
886,3D6,14,16,7,12,9,7,2,3,-2,1,-1,-2
887,3D6,12,6,11,11,13,9,1,-2,0,0,1,-1
888,3D6,10,9,10,8,9,6,0,-1,0,-1,-1,-2
889,3D6,8,12,10,9,5,14,-1,1,0,-1,-3,2
890,3D6,14,9,14,10,9,16,2,-1,2,0,-1,3
891,3D6,10,13,9,11,5,7,0,1,-1,0,-3,-2
892,3D6,8,11,14,10,9,10,-1,0,2,0,-1,0
893,3D6,14,9,14,9,13,15,2,-1,2,-1,1,2
894,3D6,14,11,12,13,10,13,2,0,1,1,0,1
895,3D6,5,9,15,13,9,9,-3,-1,2,1,-1,-1
896,3D6,3,7,9,11,16,15,-4,-2,-1,0,3,2
897,3D6,8,12,16,13,9,13,-1,1,3,1,-1,1
898,3D6,13,15,11,10,9,8,1,2,0,0,-1,-1
899,3D6,10,16,14,14,5,12,0,3,2,2,-3,1
900,3D6,13,4,6,13,12,5,1,-3,-2,1,1,-3
901,3D6,9,13,7,10,8,12,-1,1,-2,0,-1,1
902,3D6,8,13,11,10,12,12,-1,1,0,0,1,1
903,3D6,9,12,5,10,10,8,-1,1,-3,0,0,-1
904,3D6,7,17,8,13,12,12,-2,3,-1,1,1,1
905,3D6,11,9,9,10,15,8,0,-1,-1,0,2,-1
906,3D6,14,6,13,7,10,11,2,-2,1,-2,0,0
907,3D6,7,4,9,14,12,10,-2,-3,-1,2,1,0
908,3D6,11,11,14,9,12,9,0,0,2,-1,1,-1
909,3D6,11,3,10,7,13,11,0,-4,0,-2,1,0
910,3D6,12,15,16,11,11,11,1,2,3,0,0,0
911,3D6,8,13,11,10,7,9,-1,1,0,0,-2,-1
912,3D6,12,9,10,6,8,15,1,-1,0,-2,-1,2
913,3D6,7,6,13,8,11,9,-2,-2,1,-1,0,-1
914,3D6,8,11,14,12,11,8,-1,0,2,1,0,-1
915,3D6,14,13,13,9,13,14,2,1,1,-1,1,2
916,3D6,12,11,10,16,14,9,1,0,0,3,2,-1
917,3D6,13,9,8,17,8,6,1,-1,-1,3,-1,-2
918,3D6,13,14,8,15,13,11,1,2,-1,2,1,0
919,3D6,6,10,11,13,13,4,-2,0,0,1,1,-3
920,3D6,14,9,10,15,6,8,2,-1,0,2,-2,-1
921,3D6,13,16,6,12,6,12,1,3,-2,1,-2,1
922,3D6,10,12,6,5,13,9,0,1,-2,-3,1,-1
923,3D6,9,11,8,10,11,9,-1,0,-1,0,0,-1
924,3D6,15,13,8,8,10,9,2,1,-1,-1,0,-1
925,3D6,14,12,8,15,13,12,2,1,-1,2,1,1
926,3D6,10,10,15,10,6,5,0,0,2,0,-2,-3
927,3D6,10,13,7,9,8,12,0,1,-2,-1,-1,1
928,3D6,16,10,9,11,10,11,3,0,-1,0,0,0
929,3D6,10,7,12,13,15,12,0,-2,1,1,2,1
930,3D6,10,11,13,11,10,8,0,0,1,0,0,-1
931,3D6,10,13,7,8,9,17,0,1,-2,-1,-1,3
932,3D6,13,12,12,12,12,6,1,1,1,1,1,-2
933,3D6,12,14,6,11,12,13,1,2,-2,0,1,1
934,3D6,15,8,11,7,11,11,2,-1,0,-2,0,0
935,3D6,13,10,17,5,16,9,1,0,3,-3,3,-1
936,3D6,4,9,5,8,7,9,-3,-1,-3,-1,-2,-1
937,3D6,8,7,11,6,10,12,-1,-2,0,-2,0,1
938,3D6,10,4,8,14,10,8,0,-3,-1,2,0,-1
939,3D6,12,8,8,5,13,10,1,-1,-1,-3,1,0
940,3D6,9,10,12,7,9,6,-1,0,1,-2,-1,-2
941,3D6,6,8,11,9,10,7,-2,-1,0,-1,0,-2
942,3D6,13,10,18,10,12,12,1,0,4,0,1,1
943,3D6,11,10,16,5,9,14,0,0,3,-3,-1,2
944,3D6,11,9,12,13,10,11,0,-1,1,1,0,0
945,3D6,13,8,9,14,10,10,1,-1,-1,2,0,0
946,3D6,8,3,10,7,8,16,-1,-4,0,-2,-1,3
947,3D6,15,9,11,6,9,13,2,-1,0,-2,-1,1
948,3D6,10,12,13,9,14,10,0,1,1,-1,2,0
949,3D6,9,13,8,6,12,11,-1,1,-1,-2,1,0
950,3D6,7,5,15,16,6,12,-2,-3,2,3,-2,1
951,3D6,15,9,7,14,14,11,2,-1,-2,2,2,0
952,3D6,4,7,9,8,14,12,-3,-2,-1,-1,2,1
953,3D6,13,11,6,8,4,12,1,0,-2,-1,-3,1
954,3D6,18,15,9,11,11,7,4,2,-1,0,0,-2
955,3D6,6,12,12,14,10,7,-2,1,1,2,0,-2
956,3D6,6,10,14,10,13,6,-2,0,2,0,1,-2
957,3D6,14,9,7,15,10,11,2,-1,-2,2,0,0
958,3D6,14,7,11,13,7,3,2,-2,0,1,-2,-4
959,3D6,12,11,9,14,8,14,1,0,-1,2,-1,2
960,3D6,8,13,8,14,10,6,-1,1,-1,2,0,-2
961,3D6,7,9,15,11,9,10,-2,-1,2,0,-1,0
962,3D6,7,15,14,11,12,16,-2,2,2,0,1,3
963,3D6,10,14,12,7,8,6,0,2,1,-2,-1,-2
964,3D6,13,11,12,13,11,12,1,0,1,1,0,1
965,3D6,9,13,8,11,15,15,-1,1,-1,0,2,2
966,3D6,7,6,11,9,10,12,-2,-2,0,-1,0,1
967,3D6,9,11,9,10,11,11,-1,0,-1,0,0,0
968,3D6,9,9,6,5,9,13,-1,-1,-2,-3,-1,1
969,3D6,17,14,17,8,4,10,3,2,3,-1,-3,0
970,3D6,11,10,7,8,12,11,0,0,-2,-1,1,0
971,3D6,10,14,13,13,11,10,0,2,1,1,0,0
972,3D6,10,13,10,10,17,9,0,1,0,0,3,-1
973,3D6,7,10,9,11,11,7,-2,0,-1,0,0,-2
974,3D6,11,13,12,14,16,8,0,1,1,2,3,-1
975,3D6,11,11,10,9,8,13,0,0,0,-1,-1,1
976,3D6,12,13,13,12,8,14,1,1,1,1,-1,2
977,3D6,8,12,11,9,11,14,-1,1,0,-1,0,2
978,3D6,12,9,14,7,12,10,1,-1,2,-2,1,0
979,3D6,9,8,7,14,11,11,-1,-1,-2,2,0,0
980,3D6,8,13,10,6,8,15,-1,1,0,-2,-1,2
981,3D6,9,10,8,9,9,8,-1,0,-1,-1,-1,-1
982,3D6,14,8,5,13,17,8,2,-1,-3,1,3,-1
983,3D6,11,11,4,5,11,10,0,0,-3,-3,0,0
984,3D6,11,10,14,15,13,6,0,0,2,2,1,-2
985,3D6,8,9,7,9,11,7,-1,-1,-2,-1,0,-2
986,3D6,17,10,6,12,13,7,3,0,-2,1,1,-2
987,3D6,7,10,14,12,14,12,-2,0,2,1,2,1
988,3D6,12,8,10,13,13,14,1,-1,0,1,1,2
989,3D6,15,12,9,5,11,12,2,1,-1,-3,0,1
990,3D6,10,17,7,10,10,10,0,3,-2,0,0,0
991,3D6,6,12,10,9,7,13,-2,1,0,-1,-2,1
992,3D6,16,15,9,15,16,9,3,2,-1,2,3,-1
993,3D6,7,18,11,10,12,10,-2,4,0,0,1,0
994,3D6,9,10,8,9,11,8,-1,0,-1,-1,0,-1
995,3D6,13,10,13,10,12,14,1,0,1,0,1,2
996,3D6,11,7,11,9,15,9,0,-2,0,-1,2,-1
997,3D6,10,7,13,14,14,14,0,-2,1,2,2,2
998,3D6,12,9,10,17,9,9,1,-1,0,3,-1,-1
999,3D6,12,9,7,8,10,8,1,-1,-2,-1,0,-1
1000,4D6DropLow,15,13,15,15,13,12,2,1,2,2,1,1
1001,4D6DropLow,12,12,12,16,13,11,1,1,1,3,1,0
1002,4D6DropLow,9,9,11,12,10,10,-1,-1,0,1,0,0
1003,4D6DropLow,8,16,8,7,14,9,-1,3,-1,-2,2,-1
1004,4D6DropLow,9,14,13,11,10,11,-1,2,1,0,0,0
1005,4D6DropLow,8,12,7,13,15,13,-1,1,-2,1,2,1
1006,4D6DropLow,15,15,8,11,14,11,2,2,-1,0,2,0
1007,4D6DropLow,8,11,16,10,13,14,-1,0,3,0,1,2
1008,4D6DropLow,12,11,11,11,16,15,1,0,0,0,3,2
1009,4D6DropLow,18,18,11,9,15,12,4,4,0,-1,2,1
1010,4D6DropLow,15,11,14,16,4,13,2,0,2,3,-3,1
1011,4D6DropLow,11,16,13,14,9,11,0,3,1,2,-1,0
1012,4D6DropLow,11,12,15,15,11,8,0,1,2,2,0,-1
1013,4D6DropLow,15,13,17,16,13,9,2,1,3,3,1,-1
1014,4D6DropLow,16,13,14,13,11,14,3,1,2,1,0,2
1015,4D6DropLow,14,11,13,7,14,8,2,0,1,-2,2,-1
1016,4D6DropLow,9,16,13,8,11,16,-1,3,1,-1,0,3
1017,4D6DropLow,11,14,7,10,18,15,0,2,-2,0,4,2
1018,4D6DropLow,10,8,11,7,9,13,0,-1,0,-2,-1,1
1019,4D6DropLow,8,13,7,13,17,15,-1,1,-2,1,3,2
1020,4D6DropLow,11,13,15,13,13,12,0,1,2,1,1,1
1021,4D6DropLow,17,9,10,13,15,8,3,-1,0,1,2,-1
1022,4D6DropLow,12,17,16,13,9,12,1,3,3,1,-1,1
1023,4D6DropLow,13,12,12,13,12,10,1,1,1,1,1,0
1024,4D6DropLow,12,13,10,12,4,9,1,1,0,1,-3,-1
1025,4D6DropLow,8,11,13,14,14,10,-1,0,1,2,2,0
1026,4D6DropLow,10,9,9,7,16,14,0,-1,-1,-2,3,2
1027,4D6DropLow,15,11,14,14,8,13,2,0,2,2,-1,1
1028,4D6DropLow,10,14,18,9,17,14,0,2,4,-1,3,2
1029,4D6DropLow,11,14,12,11,14,7,0,2,1,0,2,-2
1030,4D6DropLow,13,12,13,7,15,11,1,1,1,-2,2,0
1031,4D6DropLow,9,11,16,8,8,13,-1,0,3,-1,-1,1
1032,4D6DropLow,14,11,13,14,17,14,2,0,1,2,3,2
1033,4D6DropLow,11,13,10,15,11,13,0,1,0,2,0,1
1034,4D6DropLow,12,13,11,13,14,16,1,1,0,1,2,3
1035,4D6DropLow,11,10,17,10,16,7,0,0,3,0,3,-2
1036,4D6DropLow,12,13,10,11,13,18,1,1,0,0,1,4
1037,4D6DropLow,14,16,16,16,12,14,2,3,3,3,1,2
1038,4D6DropLow,7,14,11,11,6,14,-2,2,0,0,-2,2
1039,4D6DropLow,9,12,14,12,12,13,-1,1,2,1,1,1
1040,4D6DropLow,15,14,14,15,9,14,2,2,2,2,-1,2
1041,4D6DropLow,14,12,10,18,13,13,2,1,0,4,1,1
1042,4D6DropLow,15,11,9,3,13,3,2,0,-1,-4,1,-4
1043,4D6DropLow,12,10,12,11,12,8,1,0,1,0,1,-1
1044,4D6DropLow,13,11,11,9,13,15,1,0,0,-1,1,2
1045,4D6DropLow,6,12,13,12,10,12,-2,1,1,1,0,1
1046,4D6DropLow,12,10,15,16,15,14,1,0,2,3,2,2
1047,4D6DropLow,18,15,11,14,14,15,4,2,0,2,2,2
1048,4D6DropLow,16,12,14,10,10,12,3,1,2,0,0,1
1049,4D6DropLow,16,12,17,10,16,13,3,1,3,0,3,1
1050,4D6DropLow,11,13,15,16,9,12,0,1,2,3,-1,1
1051,4D6DropLow,14,12,9,8,10,15,2,1,-1,-1,0,2
1052,4D6DropLow,5,16,16,17,8,11,-3,3,3,3,-1,0
1053,4D6DropLow,9,16,9,9,15,12,-1,3,-1,-1,2,1
1054,4D6DropLow,15,16,7,16,9,13,2,3,-2,3,-1,1
1055,4D6DropLow,14,14,15,14,12,13,2,2,2,2,1,1
1056,4D6DropLow,16,14,9,12,12,11,3,2,-1,1,1,0
1057,4D6DropLow,14,9,9,9,13,13,2,-1,-1,-1,1,1
1058,4D6DropLow,13,14,13,16,4,14,1,2,1,3,-3,2
1059,4D6DropLow,12,9,12,14,12,10,1,-1,1,2,1,0
1060,4D6DropLow,16,17,16,11,10,15,3,3,3,0,0,2
1061,4D6DropLow,13,11,15,17,13,14,1,0,2,3,1,2
1062,4D6DropLow,11,13,13,9,13,15,0,1,1,-1,1,2
1063,4D6DropLow,16,16,14,11,11,6,3,3,2,0,0,-2
1064,4D6DropLow,11,9,11,12,13,14,0,-1,0,1,1,2
1065,4D6DropLow,12,9,7,16,12,17,1,-1,-2,3,1,3
1066,4D6DropLow,11,11,13,11,15,13,0,0,1,0,2,1
1067,4D6DropLow,12,12,14,15,13,13,1,1,2,2,1,1
1068,4D6DropLow,15,9,8,15,14,12,2,-1,-1,2,2,1
1069,4D6DropLow,11,8,12,11,8,12,0,-1,1,0,-1,1
1070,4D6DropLow,13,11,16,10,12,11,1,0,3,0,1,0
1071,4D6DropLow,11,14,13,9,12,10,0,2,1,-1,1,0
1072,4D6DropLow,10,9,16,12,14,13,0,-1,3,1,2,1
1073,4D6DropLow,12,14,11,12,14,13,1,2,0,1,2,1
1074,4D6DropLow,11,10,8,9,14,10,0,0,-1,-1,2,0
1075,4D6DropLow,13,11,13,13,12,14,1,0,1,1,1,2
1076,4D6DropLow,15,13,16,13,12,14,2,1,3,1,1,2
1077,4D6DropLow,14,13,9,9,12,9,2,1,-1,-1,1,-1
1078,4D6DropLow,15,15,17,17,14,10,2,2,3,3,2,0
1079,4D6DropLow,10,14,12,12,13,12,0,2,1,1,1,1
1080,4D6DropLow,11,13,13,13,13,15,0,1,1,1,1,2
1081,4D6DropLow,8,13,8,13,14,13,-1,1,-1,1,2,1
1082,4D6DropLow,15,13,7,10,13,13,2,1,-2,0,1,1
1083,4D6DropLow,14,11,18,11,11,13,2,0,4,0,0,1
1084,4D6DropLow,10,10,11,12,12,17,0,0,0,1,1,3
1085,4D6DropLow,11,12,11,14,16,10,0,1,0,2,3,0
1086,4D6DropLow,15,13,14,17,10,13,2,1,2,3,0,1
1087,4D6DropLow,18,15,10,12,17,12,4,2,0,1,3,1
1088,4D6DropLow,15,9,17,8,12,11,2,-1,3,-1,1,0
1089,4D6DropLow,14,8,13,10,16,15,2,-1,1,0,3,2
1090,4D6DropLow,16,12,11,14,16,14,3,1,0,2,3,2
1091,4D6DropLow,8,9,13,12,10,12,-1,-1,1,1,0,1
1092,4D6DropLow,8,13,9,13,5,13,-1,1,-1,1,-3,1
1093,4D6DropLow,11,10,10,11,9,10,0,0,0,0,-1,0
1094,4D6DropLow,14,11,16,9,15,13,2,0,3,-1,2,1
1095,4D6DropLow,13,13,15,6,11,11,1,1,2,-2,0,0
1096,4D6DropLow,10,11,16,11,10,8,0,0,3,0,0,-1
1097,4D6DropLow,15,6,15,11,11,4,2,-2,2,0,0,-3
1098,4D6DropLow,11,15,12,13,15,11,0,2,1,1,2,0
1099,4D6DropLow,15,14,11,15,8,14,2,2,0,2,-1,2
1100,4D6DropLow,14,16,5,10,16,14,2,3,-3,0,3,2
1101,4D6DropLow,15,12,17,10,12,12,2,1,3,0,1,1
1102,4D6DropLow,10,5,9,5,13,13,0,-3,-1,-3,1,1
1103,4D6DropLow,10,14,18,14,15,6,0,2,4,2,2,-2
1104,4D6DropLow,11,9,13,14,16,13,0,-1,1,2,3,1
1105,4D6DropLow,9,12,13,14,15,14,-1,1,1,2,2,2
1106,4D6DropLow,12,5,6,13,8,15,1,-3,-2,1,-1,2
1107,4D6DropLow,11,14,14,13,12,13,0,2,2,1,1,1
1108,4D6DropLow,7,10,15,9,14,13,-2,0,2,-1,2,1
1109,4D6DropLow,14,12,16,18,8,15,2,1,3,4,-1,2
1110,4D6DropLow,15,9,16,14,16,10,2,-1,3,2,3,0
1111,4D6DropLow,9,11,9,10,13,17,-1,0,-1,0,1,3
1112,4D6DropLow,12,10,12,18,11,16,1,0,1,4,0,3
1113,4D6DropLow,13,10,15,11,12,8,1,0,2,0,1,-1
1114,4D6DropLow,15,16,13,13,6,9,2,3,1,1,-2,-1
1115,4D6DropLow,13,9,12,9,12,12,1,-1,1,-1,1,1
1116,4D6DropLow,12,8,15,14,16,13,1,-1,2,2,3,1
1117,4D6DropLow,17,14,14,9,14,8,3,2,2,-1,2,-1
1118,4D6DropLow,18,13,11,5,10,13,4,1,0,-3,0,1
1119,4D6DropLow,11,13,12,7,14,12,0,1,1,-2,2,1
1120,4D6DropLow,13,13,16,13,8,6,1,1,3,1,-1,-2
1121,4D6DropLow,11,13,14,12,14,10,0,1,2,1,2,0
1122,4D6DropLow,7,12,15,14,7,14,-2,1,2,2,-2,2
1123,4D6DropLow,14,17,11,11,16,9,2,3,0,0,3,-1
1124,4D6DropLow,8,17,13,11,8,13,-1,3,1,0,-1,1
1125,4D6DropLow,12,16,6,9,13,8,1,3,-2,-1,1,-1
1126,4D6DropLow,8,10,14,7,5,13,-1,0,2,-2,-3,1
1127,4D6DropLow,11,16,13,13,16,13,0,3,1,1,3,1
1128,4D6DropLow,15,13,8,6,12,16,2,1,-1,-2,1,3
1129,4D6DropLow,12,12,11,7,11,9,1,1,0,-2,0,-1
1130,4D6DropLow,12,11,12,14,13,11,1,0,1,2,1,0
1131,4D6DropLow,9,10,12,4,12,17,-1,0,1,-3,1,3
1132,4D6DropLow,11,17,9,10,17,11,0,3,-1,0,3,0
1133,4D6DropLow,16,15,6,14,11,9,3,2,-2,2,0,-1
1134,4D6DropLow,13,8,13,14,12,10,1,-1,1,2,1,0
1135,4D6DropLow,14,10,14,17,15,13,2,0,2,3,2,1
1136,4D6DropLow,15,9,8,14,12,10,2,-1,-1,2,1,0
1137,4D6DropLow,12,17,11,14,9,14,1,3,0,2,-1,2
1138,4D6DropLow,15,13,10,14,9,11,2,1,0,2,-1,0
1139,4D6DropLow,13,18,9,10,14,13,1,4,-1,0,2,1
1140,4D6DropLow,6,14,10,10,15,14,-2,2,0,0,2,2
1141,4D6DropLow,13,11,8,15,13,14,1,0,-1,2,1,2
1142,4D6DropLow,6,14,16,12,14,14,-2,2,3,1,2,2
1143,4D6DropLow,14,14,6,12,11,14,2,2,-2,1,0,2
1144,4D6DropLow,9,12,9,4,18,11,-1,1,-1,-3,4,0
1145,4D6DropLow,13,13,14,11,13,13,1,1,2,0,1,1
1146,4D6DropLow,12,14,13,16,10,13,1,2,1,3,0,1
1147,4D6DropLow,11,11,10,9,15,15,0,0,0,-1,2,2
1148,4D6DropLow,13,8,16,6,12,9,1,-1,3,-2,1,-1
1149,4D6DropLow,13,14,13,15,10,14,1,2,1,2,0,2
1150,4D6DropLow,16,9,12,10,13,16,3,-1,1,0,1,3
1151,4D6DropLow,8,9,14,15,13,10,-1,-1,2,2,1,0
1152,4D6DropLow,13,11,11,15,14,13,1,0,0,2,2,1
1153,4D6DropLow,17,16,6,14,9,12,3,3,-2,2,-1,1
1154,4D6DropLow,11,9,12,13,11,8,0,-1,1,1,0,-1
1155,4D6DropLow,12,12,10,7,13,11,1,1,0,-2,1,0
1156,4D6DropLow,10,12,9,13,7,13,0,1,-1,1,-2,1
1157,4D6DropLow,14,14,17,10,9,10,2,2,3,0,-1,0
1158,4D6DropLow,12,9,16,11,10,13,1,-1,3,0,0,1
1159,4D6DropLow,12,6,6,7,14,13,1,-2,-2,-2,2,1
1160,4D6DropLow,15,12,14,14,15,10,2,1,2,2,2,0
1161,4D6DropLow,10,13,13,8,16,9,0,1,1,-1,3,-1
1162,4D6DropLow,12,11,14,12,12,10,1,0,2,1,1,0
1163,4D6DropLow,12,17,13,13,11,17,1,3,1,1,0,3
1164,4D6DropLow,14,12,11,14,14,14,2,1,0,2,2,2
1165,4D6DropLow,16,15,11,15,12,12,3,2,0,2,1,1
1166,4D6DropLow,15,7,18,14,16,12,2,-2,4,2,3,1
1167,4D6DropLow,10,14,13,8,13,12,0,2,1,-1,1,1
1168,4D6DropLow,12,14,10,15,12,10,1,2,0,2,1,0
1169,4D6DropLow,14,10,10,9,13,15,2,0,0,-1,1,2
1170,4D6DropLow,14,16,14,15,11,5,2,3,2,2,0,-3
1171,4D6DropLow,13,15,18,13,16,7,1,2,4,1,3,-2
1172,4D6DropLow,14,8,9,14,13,13,2,-1,-1,2,1,1
1173,4D6DropLow,5,12,16,11,7,9,-3,1,3,0,-2,-1
1174,4D6DropLow,16,16,12,11,14,18,3,3,1,0,2,4
1175,4D6DropLow,12,13,10,4,10,13,1,1,0,-3,0,1
1176,4D6DropLow,13,12,14,16,8,15,1,1,2,3,-1,2
1177,4D6DropLow,13,15,11,10,12,15,1,2,0,0,1,2
1178,4D6DropLow,15,14,12,13,16,16,2,2,1,1,3,3
1179,4D6DropLow,13,12,9,11,13,9,1,1,-1,0,1,-1
1180,4D6DropLow,10,11,14,6,12,15,0,0,2,-2,1,2
1181,4D6DropLow,9,11,11,14,8,7,-1,0,0,2,-1,-2
1182,4D6DropLow,10,13,14,12,14,14,0,1,2,1,2,2
1183,4D6DropLow,15,13,10,14,13,13,2,1,0,2,1,1
1184,4D6DropLow,17,11,8,12,14,13,3,0,-1,1,2,1
1185,4D6DropLow,15,9,13,14,11,8,2,-1,1,2,0,-1
1186,4D6DropLow,12,8,13,16,11,14,1,-1,1,3,0,2
1187,4D6DropLow,12,12,12,14,10,15,1,1,1,2,0,2
1188,4D6DropLow,12,11,13,8,15,12,1,0,1,-1,2,1
1189,4D6DropLow,11,13,8,13,15,12,0,1,-1,1,2,1
1190,4D6DropLow,6,12,6,14,12,8,-2,1,-2,2,1,-1
1191,4D6DropLow,14,11,16,13,10,12,2,0,3,1,0,1
1192,4D6DropLow,7,15,15,10,12,9,-2,2,2,0,1,-1
1193,4D6DropLow,15,11,12,15,17,17,2,0,1,2,3,3
1194,4D6DropLow,8,11,8,10,14,14,-1,0,-1,0,2,2
1195,4D6DropLow,16,11,9,12,15,15,3,0,-1,1,2,2
1196,4D6DropLow,6,10,8,14,13,13,-2,0,-1,2,1,1
1197,4D6DropLow,10,15,12,11,18,15,0,2,1,0,4,2
1198,4D6DropLow,15,11,12,12,14,15,2,0,1,1,2,2
1199,4D6DropLow,10,9,13,10,9,14,0,-1,1,0,-1,2
1200,4D6DropLow,6,17,11,9,13,14,-2,3,0,-1,1,2
1201,4D6DropLow,15,14,10,11,12,8,2,2,0,0,1,-1
1202,4D6DropLow,13,12,7,16,5,7,1,1,-2,3,-3,-2
1203,4D6DropLow,14,16,15,14,14,16,2,3,2,2,2,3
1204,4D6DropLow,13,18,13,9,13,12,1,4,1,-1,1,1
1205,4D6DropLow,14,12,10,14,14,12,2,1,0,2,2,1
1206,4D6DropLow,7,11,8,12,12,15,-2,0,-1,1,1,2
1207,4D6DropLow,10,13,13,10,14,11,0,1,1,0,2,0
1208,4D6DropLow,10,10,14,12,15,15,0,0,2,1,2,2
1209,4D6DropLow,12,18,12,11,7,13,1,4,1,0,-2,1
1210,4D6DropLow,11,16,13,9,12,13,0,3,1,-1,1,1
1211,4D6DropLow,10,9,14,15,17,12,0,-1,2,2,3,1
1212,4D6DropLow,11,8,10,14,6,7,0,-1,0,2,-2,-2
1213,4D6DropLow,9,14,13,8,14,13,-1,2,1,-1,2,1
1214,4D6DropLow,15,15,15,15,17,12,2,2,2,2,3,1
1215,4D6DropLow,13,13,16,13,8,8,1,1,3,1,-1,-1
1216,4D6DropLow,12,14,14,10,14,11,1,2,2,0,2,0
1217,4D6DropLow,17,10,15,13,13,10,3,0,2,1,1,0
1218,4D6DropLow,17,8,13,15,8,9,3,-1,1,2,-1,-1
1219,4D6DropLow,7,13,15,9,10,13,-2,1,2,-1,0,1
1220,4D6DropLow,15,12,11,17,10,13,2,1,0,3,0,1
1221,4D6DropLow,7,12,10,15,9,8,-2,1,0,2,-1,-1
1222,4D6DropLow,10,9,17,5,14,16,0,-1,3,-3,2,3
1223,4D6DropLow,11,13,16,7,7,10,0,1,3,-2,-2,0
1224,4D6DropLow,15,9,10,12,14,10,2,-1,0,1,2,0
1225,4D6DropLow,14,14,10,15,14,9,2,2,0,2,2,-1
1226,4D6DropLow,14,12,17,13,11,10,2,1,3,1,0,0
1227,4D6DropLow,15,12,10,13,10,13,2,1,0,1,0,1
1228,4D6DropLow,6,9,6,10,9,10,-2,-1,-2,0,-1,0
1229,4D6DropLow,13,12,12,15,13,8,1,1,1,2,1,-1
1230,4D6DropLow,16,10,12,13,13,9,3,0,1,1,1,-1
1231,4D6DropLow,12,8,13,16,15,7,1,-1,1,3,2,-2
1232,4D6DropLow,14,13,9,8,13,18,2,1,-1,-1,1,4
1233,4D6DropLow,17,17,11,16,12,7,3,3,0,3,1,-2
1234,4D6DropLow,17,11,13,6,16,14,3,0,1,-2,3,2
1235,4D6DropLow,12,13,10,14,6,14,1,1,0,2,-2,2
1236,4D6DropLow,17,15,10,18,14,13,3,2,0,4,2,1
1237,4D6DropLow,14,13,10,11,13,8,2,1,0,0,1,-1
1238,4D6DropLow,13,16,14,8,11,16,1,3,2,-1,0,3
1239,4D6DropLow,14,10,12,12,14,9,2,0,1,1,2,-1
1240,4D6DropLow,10,10,12,12,12,13,0,0,1,1,1,1
1241,4D6DropLow,9,10,11,11,12,10,-1,0,0,0,1,0
1242,4D6DropLow,16,13,9,14,10,11,3,1,-1,2,0,0
1243,4D6DropLow,12,11,11,11,8,8,1,0,0,0,-1,-1
1244,4D6DropLow,15,10,16,15,15,13,2,0,3,2,2,1
1245,4D6DropLow,15,10,18,10,16,15,2,0,4,0,3,2
1246,4D6DropLow,15,14,8,10,12,16,2,2,-1,0,1,3
1247,4D6DropLow,15,14,12,16,11,4,2,2,1,3,0,-3
1248,4D6DropLow,16,9,14,14,7,13,3,-1,2,2,-2,1
1249,4D6DropLow,18,14,11,14,13,15,4,2,0,2,1,2
1250,4D6DropLow,13,16,14,12,9,9,1,3,2,1,-1,-1
1251,4D6DropLow,13,15,13,14,13,11,1,2,1,2,1,0
1252,4D6DropLow,13,10,14,12,14,15,1,0,2,1,2,2
1253,4D6DropLow,15,17,12,14,15,9,2,3,1,2,2,-1
1254,4D6DropLow,10,15,13,10,17,15,0,2,1,0,3,2
1255,4D6DropLow,13,10,12,10,15,14,1,0,1,0,2,2
1256,4D6DropLow,9,9,15,13,17,13,-1,-1,2,1,3,1
1257,4D6DropLow,12,14,9,12,12,15,1,2,-1,1,1,2
1258,4D6DropLow,11,14,10,7,16,9,0,2,0,-2,3,-1
1259,4D6DropLow,13,13,13,11,12,11,1,1,1,0,1,0
1260,4D6DropLow,14,11,15,13,7,12,2,0,2,1,-2,1
1261,4D6DropLow,13,13,15,14,6,6,1,1,2,2,-2,-2
