,roll_type,strength,dexterity,constitution,intellegence,wisdom,charisma,str mod,dex mod,con mod,int mod,wis mod,char mod
861,3D6,6,12,13,14,6,12,-2,1,1,2,-2,1
862,3D6,12,10,18,11,8,14,1,0,4,0,-1,2
863,3D6,14,9,10,11,12,16,2,-1,0,0,1,3
864,3D6,9,10,12,11,9,10,-1,0,1,0,-1,0
865,3D6,10,14,11,11,13,13,0,2,0,0,1,1
866,3D6,7,6,12,4,5,9,-2,-2,1,-3,-3,-1
867,3D6,17,12,6,4,8,13,3,1,-2,-3,-1,1
868,3D6,12,10,7,13,13,13,1,0,-2,1,1,1
869,3D6,8,14,8,12,8,12,-1,2,-1,1,-1,1
870,3D6,13,9,5,8,13,13,1,-1,-3,-1,1,1
871,3D6,11,8,17,7,8,9,0,-1,3,-2,-1,-1
872,3D6,9,9,8,9,15,7,-1,-1,-1,-1,2,-2
873,3D6,4,9,14,15,9,12,-3,-1,2,2,-1,1
874,3D6,12,8,10,3,6,14,1,-1,0,-4,-2,2
875,3D6,12,9,13,10,15,4,1,-1,1,0,2,-3
876,3D6,13,13,10,11,13,6,1,1,0,0,1,-2
877,3D6,14,16,13,14,11,12,2,3,1,2,0,1
878,3D6,4,11,8,10,17,12,-3,0,-1,0,3,1
879,3D6,9,12,13,9,8,11,-1,1,1,-1,-1,0
880,3D6,9,9,12,9,13,7,-1,-1,1,-1,1,-2
881,3D6,5,6,9,16,13,7,-3,-2,-1,3,1,-2
882,3D6,14,10,13,15,3,12,2,0,1,2,-4,1
883,3D6,12,13,6,15,8,12,1,1,-2,2,-1,1
884,3D6,7,10,7,15,7,8,-2,0,-2,2,-2,-1
885,3D6,9,12,10,15,13,10,-1,1,0,2,1,0
886,3D6,11,12,10,11,10,9,0,1,0,0,0,-1
887,3D6,13,14,11,9,10,9,1,2,0,-1,0,-1
888,3D6,9,11,11,8,11,8,-1,0,0,-1,0,-1
889,3D6,8,10,12,10,13,13,-1,0,1,0,1,1
890,3D6,11,13,9,8,10,5,0,1,-1,-1,0,-3
891,3D6,9,14,10,9,4,12,-1,2,0,-1,-3,1
892,3D6,9,8,15,14,12,8,-1,-1,2,2,1,-1
893,3D6,13,12,9,13,5,6,1,1,-1,1,-3,-2
894,3D6,10,14,9,7,5,13,0,2,-1,-2,-3,1
895,3D6,5,14,9,10,15,12,-3,2,-1,0,2,1
896,3D6,9,8,15,13,9,12,-1,-1,2,1,-1,1
897,3D6,9,8,12,10,6,8,-1,-1,1,0,-2,-1
898,3D6,12,13,11,12,13,14,1,1,0,1,1,2
899,3D6,17,13,7,9,13,11,3,1,-2,-1,1,0
900,3D6,11,11,5,14,16,9,0,0,-3,2,3,-1
901,3D6,15,10,13,8,11,10,2,0,1,-1,0,0
902,3D6,7,10,5,13,12,16,-2,0,-3,1,1,3
903,3D6,11,6,7,12,9,15,0,-2,-2,1,-1,2
904,3D6,10,13,13,9,10,10,0,1,1,-1,0,0
905,3D6,12,9,12,11,7,15,1,-1,1,0,-2,2
906,3D6,13,10,12,8,15,7,1,0,1,-1,2,-2
907,3D6,10,8,12,6,10,10,0,-1,1,-2,0,0
908,3D6,12,12,10,6,12,12,1,1,0,-2,1,1
909,3D6,10,10,12,8,8,3,0,0,1,-1,-1,-4
910,3D6,12,7,12,7,14,10,1,-2,1,-2,2,0
911,3D6,13,16,6,7,10,10,1,3,-2,-2,0,0
912,3D6,8,8,7,15,7,14,-1,-1,-2,2,-2,2
913,3D6,14,9,5,14,8,8,2,-1,-3,2,-1,-1
914,3D6,7,10,7,9,10,9,-2,0,-2,-1,0,-1
915,3D6,13,16,12,11,3,9,1,3,1,0,-4,-1
916,3D6,4,14,12,13,13,8,-3,2,1,1,1,-1
917,3D6,11,9,12,12,15,11,0,-1,1,1,2,0
918,3D6,8,6,12,10,13,9,-1,-2,1,0,1,-1
919,3D6,11,11,12,11,9,15,0,0,1,0,-1,2
920,3D6,14,9,12,10,9,10,2,-1,1,0,-1,0
921,3D6,5,12,11,9,11,17,-3,1,0,-1,0,3
922,3D6,8,10,8,10,15,10,-1,0,-1,0,2,0
923,3D6,13,10,17,9,15,4,1,0,3,-1,2,-3
924,3D6,13,10,12,7,14,9,1,0,1,-2,2,-1
925,3D6,5,9,8,11,9,13,-3,-1,-1,0,-1,1
926,3D6,8,13,14,9,15,9,-1,1,2,-1,2,-1
927,3D6,9,11,12,16,11,9,-1,0,1,3,0,-1
928,3D6,6,7,13,11,11,8,-2,-2,1,0,0,-1
929,3D6,14,12,4,10,11,10,2,1,-3,0,0,0
930,3D6,12,11,12,8,18,14,1,0,1,-1,4,2
931,3D6,14,12,11,14,9,14,2,1,0,2,-1,2
932,3D6,10,8,11,8,12,15,0,-1,0,-1,1,2
933,3D6,9,11,5,11,11,5,-1,0,-3,0,0,-3
934,3D6,11,10,11,9,10,15,0,0,0,-1,0,2
935,3D6,13,8,10,8,11,7,1,-1,0,-1,0,-2
936,3D6,4,16,9,12,6,11,-3,3,-1,1,-2,0
937,3D6,9,10,16,6,16,13,-1,0,3,-2,3,1
938,3D6,6,9,14,12,9,8,-2,-1,2,1,-1,-1
939,3D6,15,14,5,7,10,13,2,2,-3,-2,0,1
940,3D6,11,10,8,9,11,15,0,0,-1,-1,0,2
941,3D6,9,9,12,4,7,8,-1,-1,1,-3,-2,-1
942,3D6,8,12,9,6,12,9,-1,1,-1,-2,1,-1
943,3D6,13,9,11,6,17,13,1,-1,0,-2,3,1
944,3D6,15,6,7,12,15,11,2,-2,-2,1,2,0
945,3D6,13,16,12,13,12,4,1,3,1,1,1,-3
946,3D6,13,11,13,9,14,7,1,0,1,-1,2,-2
947,3D6,11,13,11,11,7,7,0,1,0,0,-2,-2
948,3D6,5,10,7,12,12,15,-3,0,-2,1,1,2
949,3D6,9,6,9,8,11,10,-1,-2,-1,-1,0,0
950,3D6,16,3,13,10,4,7,3,-4,1,0,-3,-2
951,3D6,8,12,10,11,9,8,-1,1,0,0,-1,-1
952,3D6,6,15,10,9,10,13,-2,2,0,-1,0,1
953,3D6,14,10,7,14,8,8,2,0,-2,2,-1,-1
954,3D6,7,11,10,7,10,13,-2,0,0,-2,0,1
955,3D6,8,9,14,14,11,13,-1,-1,2,2,0,1
956,3D6,8,13,11,9,11,7,-1,1,0,-1,0,-2
957,3D6,13,9,15,13,8,13,1,-1,2,1,-1,1
958,3D6,7,7,6,12,12,10,-2,-2,-2,1,1,0
959,3D6,9,13,9,16,7,14,-1,1,-1,3,-2,2
960,3D6,4,9,14,7,8,4,-3,-1,2,-2,-1,-3
961,3D6,11,13,10,10,14,12,0,1,0,0,2,1
962,3D6,8,9,10,9,4,13,-1,-1,0,-1,-3,1
963,3D6,14,9,8,13,6,6,2,-1,-1,1,-2,-2
964,3D6,7,16,16,11,14,11,-2,3,3,0,2,0
965,3D6,8,8,16,8,12,7,-1,-1,3,-1,1,-2
966,3D6,9,14,6,14,13,5,-1,2,-2,2,1,-3
967,3D6,12,12,13,7,8,8,1,1,1,-2,-1,-1
968,3D6,13,9,8,14,8,5,1,-1,-1,2,-1,-3
969,3D6,10,7,14,15,9,9,0,-2,2,2,-1,-1
970,3D6,11,7,11,8,10,11,0,-2,0,-1,0,0
971,3D6,11,14,12,7,6,13,0,2,1,-2,-2,1
972,3D6,5,9,15,10,15,8,-3,-1,2,0,2,-1
973,3D6,14,13,10,10,13,17,2,1,0,0,1,3
974,3D6,10,11,6,12,12,11,0,0,-2,1,1,0
975,3D6,8,13,14,13,9,10,-1,1,2,1,-1,0
976,3D6,14,16,11,13,12,10,2,3,0,1,1,0
977,3D6,13,8,11,10,15,9,1,-1,0,0,2,-1
978,3D6,11,8,3,12,11,8,0,-1,-4,1,0,-1
979,3D6,15,14,10,10,13,14,2,2,0,0,1,2
980,3D6,11,12,12,16,8,14,0,1,1,3,-1,2
981,3D6,17,11,13,11,5,7,3,0,1,0,-3,-2
982,3D6,13,12,7,9,8,13,1,1,-2,-1,-1,1
983,3D6,8,17,13,12,12,17,-1,3,1,1,1,3
984,3D6,7,10,10,9,16,10,-2,0,0,-1,3,0
985,3D6,17,10,6,9,4,5,3,0,-2,-1,-3,-3
986,3D6,7,8,12,13,17,13,-2,-1,1,1,3,1
987,3D6,7,18,11,14,8,4,-2,4,0,2,-1,-3
988,3D6,17,13,11,7,7,9,3,1,0,-2,-2,-1
989,3D6,15,10,8,13,13,11,2,0,-1,1,1,0
990,3D6,9,12,14,8,10,17,-1,1,2,-1,0,3
991,3D6,10,12,15,7,14,7,0,1,2,-2,2,-2
992,3D6,16,14,8,6,10,9,3,2,-1,-2,0,-1
993,3D6,11,13,9,12,9,8,0,1,-1,1,-1,-1
994,3D6,8,14,7,13,16,11,-1,2,-2,1,3,0
995,3D6,10,8,12,15,13,14,0,-1,1,2,1,2
996,3D6,8,8,12,12,10,7,-1,-1,1,1,0,-2
997,3D6,11,12,10,6,11,14,0,1,0,-2,0,2
998,3D6,12,8,11,9,12,7,1,-1,0,-1,1,-2
999,3D6,6,13,16,12,13,10,-2,1,3,1,1,0
1000,4D6DropLow,11,9,14,8,10,11,0,-1,2,-1,0,0
1001,4D6DropLow,13,17,11,12,18,12,1,3,0,1,4,1
1002,4D6DropLow,11,16,13,5,11,16,0,3,1,-3,0,3
1003,4D6DropLow,15,11,13,18,10,12,2,0,1,4,0,1
1004,4D6DropLow,9,15,9,10,8,10,-1,2,-1,0,-1,0
1005,4D6DropLow,13,16,10,14,9,11,1,3,0,2,-1,0
1006,4D6DropLow,14,15,14,13,9,16,2,2,2,1,-1,3
1007,4D6DropLow,9,13,15,12,11,15,-1,1,2,1,0,2
1008,4D6DropLow,16,8,14,12,9,17,3,-1,2,1,-1,3
1009,4D6DropLow,18,6,8,11,14,8,4,-2,-1,0,2,-1
1010,4D6DropLow,11,12,9,9,12,10,0,1,-1,-1,1,0
1011,4D6DropLow,12,13,16,13,13,7,1,1,3,1,1,-2
1012,4D6DropLow,14,9,15,16,12,12,2,-1,2,3,1,1
1013,4D6DropLow,8,10,6,14,16,12,-1,0,-2,2,3,1
1014,4D6DropLow,15,13,16,13,11,7,2,1,3,1,0,-2
1015,4D6DropLow,11,15,12,12,13,14,0,2,1,1,1,2
1016,4D6DropLow,10,12,18,16,10,14,0,1,4,3,0,2
1017,4D6DropLow,15,16,12,14,13,13,2,3,1,2,1,1
1018,4D6DropLow,11,14,16,14,16,15,0,2,3,2,3,2
1019,4D6DropLow,12,12,11,14,12,10,1,1,0,2,1,0
1020,4D6DropLow,14,11,17,12,9,7,2,0,3,1,-1,-2
1021,4D6DropLow,16,15,13,15,10,7,3,2,1,2,0,-2
1022,4D6DropLow,8,10,9,12,13,14,-1,0,-1,1,1,2
1023,4D6DropLow,15,10,15,15,7,10,2,0,2,2,-2,0
1024,4D6DropLow,12,7,17,15,6,11,1,-2,3,2,-2,0
1025,4D6DropLow,13,13,13,13,9,6,1,1,1,1,-1,-2
1026,4D6DropLow,8,17,11,6,15,11,-1,3,0,-2,2,0
1027,4D6DropLow,13,7,11,10,14,8,1,-2,0,0,2,-1
1028,4D6DropLow,8,8,12,14,12,10,-1,-1,1,2,1,0
1029,4D6DropLow,8,13,16,17,8,4,-1,1,3,3,-1,-3
1030,4D6DropLow,12,13,9,11,12,12,1,1,-1,0,1,1
1031,4D6DropLow,17,11,14,8,11,10,3,0,2,-1,0,0
1032,4D6DropLow,13,11,12,11,15,12,1,0,1,0,2,1
1033,4D6DropLow,12,15,14,14,13,9,1,2,2,2,1,-1
1034,4D6DropLow,14,12,16,13,13,14,2,1,3,1,1,2
1035,4D6DropLow,12,8,14,13,11,14,1,-1,2,1,0,2
1036,4D6DropLow,12,16,14,11,14,12,1,3,2,0,2,1
1037,4D6DropLow,12,14,9,14,15,14,1,2,-1,2,2,2
1038,4D6DropLow,12,15,13,12,13,11,1,2,1,1,1,0
1039,4D6DropLow,16,18,11,17,13,16,3,4,0,3,1,3
1040,4D6DropLow,9,18,12,14,13,14,-1,4,1,2,1,2
1041,4D6DropLow,12,10,12,17,10,13,1,0,1,3,0,1
1042,4D6DropLow,11,14,14,13,12,11,0,2,2,1,1,0
1043,4D6DropLow,16,16,12,11,13,11,3,3,1,0,1,0
1044,4D6DropLow,15,13,13,11,12,17,2,1,1,0,1,3
1045,4D6DropLow,15,10,12,17,9,10,2,0,1,3,-1,0
1046,4D6DropLow,9,13,8,10,15,9,-1,1,-1,0,2,-1
1047,4D6DropLow,16,9,13,13,9,8,3,-1,1,1,-1,-1
1048,4D6DropLow,15,9,10,16,13,14,2,-1,0,3,1,2
1049,4D6DropLow,10,13,12,14,10,12,0,1,1,2,0,1
1050,4D6DropLow,13,12,10,10,10,9,1,1,0,0,0,-1
1051,4D6DropLow,13,11,18,11,8,14,1,0,4,0,-1,2
1052,4D6DropLow,16,5,9,12,13,15,3,-3,-1,1,1,2
1053,4D6DropLow,7,11,13,12,14,10,-2,0,1,1,2,0
1054,4D6DropLow,11,10,8,11,13,14,0,0,-1,0,1,2
1055,4D6DropLow,12,16,15,13,12,14,1,3,2,1,1,2
1056,4D6DropLow,13,10,10,14,17,16,1,0,0,2,3,3
1057,4D6DropLow,11,14,16,11,10,14,0,2,3,0,0,2
1058,4D6DropLow,15,16,14,11,13,14,2,3,2,0,1,2
1059,4D6DropLow,11,9,13,13,14,8,0,-1,1,1,2,-1
1060,4D6DropLow,6,14,16,17,10,9,-2,2,3,3,0,-1
1061,4D6DropLow,10,9,11,17,15,15,0,-1,0,3,2,2
1062,4D6DropLow,13,12,12,11,10,8,1,1,1,0,0,-1
1063,4D6DropLow,12,14,8,14,14,15,1,2,-1,2,2,2
1064,4D6DropLow,14,11,10,14,13,15,2,0,0,2,1,2
1065,4D6DropLow,13,12,13,16,16,10,1,1,1,3,3,0
1066,4D6DropLow,12,8,13,14,14,8,1,-1,1,2,2,-1
1067,4D6DropLow,14,8,12,10,12,17,2,-1,1,0,1,3
1068,4D6DropLow,17,15,13,16,12,13,3,2,1,3,1,1
1069,4D6DropLow,13,15,16,11,16,8,1,2,3,0,3,-1
1070,4D6DropLow,12,13,13,15,10,14,1,1,1,2,0,2
1071,4D6DropLow,8,9,11,13,12,7,-1,-1,0,1,1,-2
1072,4D6DropLow,14,16,12,10,15,12,2,3,1,0,2,1
1073,4D6DropLow,17,8,6,11,7,13,3,-1,-2,0,-2,1
1074,4D6DropLow,16,16,11,13,16,16,3,3,0,1,3,3
1075,4D6DropLow,12,9,16,13,12,11,1,-1,3,1,1,0
1076,4D6DropLow,5,13,13,11,13,14,-3,1,1,0,1,2
1077,4D6DropLow,9,10,14,18,16,15,-1,0,2,4,3,2
1078,4D6DropLow,18,15,12,12,17,12,4,2,1,1,3,1
1079,4D6DropLow,15,12,6,13,7,11,2,1,-2,1,-2,0
1080,4D6DropLow,5,12,14,9,15,15,-3,1,2,-1,2,2
1081,4D6DropLow,11,15,15,7,14,12,0,2,2,-2,2,1
1082,4D6DropLow,15,12,12,15,14,12,2,1,1,2,2,1
1083,4D6DropLow,16,10,13,12,9,14,3,0,1,1,-1,2
1084,4D6DropLow,11,14,9,12,15,14,0,2,-1,1,2,2
1085,4D6DropLow,9,15,10,13,14,14,-1,2,0,1,2,2
1086,4D6DropLow,12,6,18,11,14,8,1,-2,4,0,2,-1
1087,4D6DropLow,9,13,15,12,16,13,-1,1,2,1,3,1
1088,4D6DropLow,12,14,13,14,13,14,1,2,1,2,1,2
1089,4D6DropLow,4,14,11,14,14,11,-3,2,0,2,2,0
1090,4D6DropLow,13,12,14,14,14,13,1,1,2,2,2,1
1091,4D6DropLow,10,11,15,16,15,14,0,0,2,3,2,2
1092,4D6DropLow,12,12,12,11,8,13,1,1,1,0,-1,1
1093,4D6DropLow,11,16,15,16,10,15,0,3,2,3,0,2
1094,4D6DropLow,12,15,15,16,14,11,1,2,2,3,2,0
1095,4D6DropLow,8,9,16,7,12,9,-1,-1,3,-2,1,-1
1096,4D6DropLow,12,18,14,9,9,16,1,4,2,-1,-1,3
1097,4D6DropLow,10,14,8,15,12,14,0,2,-1,2,1,2
1098,4D6DropLow,14,8,9,10,10,15,2,-1,-1,0,0,2
1099,4D6DropLow,18,18,11,16,11,10,4,4,0,3,0,0
1100,4D6DropLow,14,13,18,17,10,13,2,1,4,3,0,1
1101,4D6DropLow,16,12,16,15,14,11,3,1,3,2,2,0
1102,4D6DropLow,12,10,14,9,16,13,1,0,2,-1,3,1
1103,4D6DropLow,9,13,14,15,13,13,-1,1,2,2,1,1
1104,4D6DropLow,11,12,15,8,12,13,0,1,2,-1,1,1
1105,4D6DropLow,15,12,13,8,13,12,2,1,1,-1,1,1
1106,4D6DropLow,11,12,18,14,11,7,0,1,4,2,0,-2
1107,4D6DropLow,15,11,10,18,7,5,2,0,0,4,-2,-3
1108,4D6DropLow,11,15,16,17,11,16,0,2,3,3,0,3
1109,4D6DropLow,13,16,13,11,10,12,1,3,1,0,0,1
1110,4D6DropLow,13,13,11,12,12,14,1,1,0,1,1,2
1111,4D6DropLow,10,15,8,11,10,16,0,2,-1,0,0,3
1112,4D6DropLow,13,15,16,11,9,11,1,2,3,0,-1,0
1113,4D6DropLow,12,14,11,10,15,8,1,2,0,0,2,-1
1114,4D6DropLow,11,14,12,12,15,12,0,2,1,1,2,1
1115,4D6DropLow,11,11,15,10,7,11,0,0,2,0,-2,0
1116,4D6DropLow,10,17,16,10,13,15,0,3,3,0,1,2
1117,4D6DropLow,13,13,10,17,14,15,1,1,0,3,2,2
1118,4D6DropLow,13,11,9,8,5,15,1,0,-1,-1,-3,2
1119,4D6DropLow,13,16,11,10,12,10,1,3,0,0,1,0
1120,4D6DropLow,12,10,15,10,14,6,1,0,2,0,2,-2
1121,4D6DropLow,6,13,13,14,7,13,-2,1,1,2,-2,1
1122,4D6DropLow,11,11,9,18,14,10,0,0,-1,4,2,0
1123,4D6DropLow,14,13,9,11,12,14,2,1,-1,0,1,2
1124,4D6DropLow,16,11,13,16,16,13,3,0,1,3,3,1
1125,4D6DropLow,6,11,18,15,12,14,-2,0,4,2,1,2
1126,4D6DropLow,13,13,14,15,12,8,1,1,2,2,1,-1
1127,4D6DropLow,15,17,14,13,16,14,2,3,2,1,3,2
1128,4D6DropLow,13,12,13,11,16,11,1,1,1,0,3,0
1129,4D6DropLow,16,15,12,8,13,12,3,2,1,-1,1,1
1130,4D6DropLow,17,14,16,16,10,16,3,2,3,3,0,3
1131,4D6DropLow,13,8,14,13,15,15,1,-1,2,1,2,2
1132,4D6DropLow,12,11,6,15,10,15,1,0,-2,2,0,2
1133,4D6DropLow,14,13,12,12,15,12,2,1,1,1,2,1
1134,4D6DropLow,16,14,12,14,12,18,3,2,1,2,1,4
1135,4D6DropLow,15,5,14,13,10,11,2,-3,2,1,0,0
1136,4D6DropLow,13,12,7,14,10,10,1,1,-2,2,0,0
1137,4D6DropLow,12,16,15,11,14,12,1,3,2,0,2,1
1138,4D6DropLow,8,18,7,17,13,10,-1,4,-2,3,1,0
1139,4D6DropLow,12,13,13,16,14,11,1,1,1,3,2,0
1140,4D6DropLow,13,14,7,15,13,13,1,2,-2,2,1,1
1141,4D6DropLow,15,11,14,13,11,12,2,0,2,1,0,1
1142,4D6DropLow,13,16,6,9,11,13,1,3,-2,-1,0,1
1143,4D6DropLow,11,12,14,15,12,13,0,1,2,2,1,1
1144,4D6DropLow,10,10,14,11,10,5,0,0,2,0,0,-3
1145,4D6DropLow,12,11,9,8,14,10,1,0,-1,-1,2,0
1146,4D6DropLow,10,13,13,16,10,9,0,1,1,3,0,-1
1147,4D6DropLow,14,14,14,10,7,14,2,2,2,0,-2,2
1148,4D6DropLow,11,16,7,11,10,11,0,3,-2,0,0,0
1149,4D6DropLow,13,13,14,15,9,13,1,1,2,2,-1,1
1150,4D6DropLow,12,13,13,17,8,12,1,1,1,3,-1,1
1151,4D6DropLow,13,16,16,13,11,15,1,3,3,1,0,2
1152,4D6DropLow,9,9,11,13,18,11,-1,-1,0,1,4,0
1153,4D6DropLow,12,17,15,9,9,13,1,3,2,-1,-1,1
1154,4D6DropLow,12,10,16,11,9,16,1,0,3,0,-1,3
1155,4D6DropLow,9,16,11,14,12,13,-1,3,0,2,1,1
1156,4D6DropLow,16,16,13,17,11,17,3,3,1,3,0,3
1157,4D6DropLow,15,12,14,16,11,13,2,1,2,3,0,1
1158,4D6DropLow,14,11,17,8,15,14,2,0,3,-1,2,2
1159,4D6DropLow,12,15,13,13,11,11,1,2,1,1,0,0
1160,4D6DropLow,10,9,10,10,14,10,0,-1,0,0,2,0
1161,4D6DropLow,15,11,17,16,10,10,2,0,3,3,0,0
1162,4D6DropLow,7,17,11,5,14,16,-2,3,0,-3,2,3
1163,4D6DropLow,10,11,15,16,17,18,0,0,2,3,3,4
1164,4D6DropLow,13,9,14,9,13,16,1,-1,2,-1,1,3
1165,4D6DropLow,13,16,13,16,6,13,1,3,1,3,-2,1
1166,4D6DropLow,8,9,12,12,10,16,-1,-1,1,1,0,3
1167,4D6DropLow,11,13,16,10,12,16,0,1,3,0,1,3
1168,4D6DropLow,15,17,13,14,10,16,2,3,1,2,0,3
1169,4D6DropLow,6,9,17,10,12,15,-2,-1,3,0,1,2
1170,4D6DropLow,12,18,12,14,12,14,1,4,1,2,1,2
1171,4D6DropLow,16,9,14,10,11,14,3,-1,2,0,0,2
1172,4D6DropLow,9,11,17,9,14,10,-1,0,3,-1,2,0
1173,4D6DropLow,15,18,8,17,12,10,2,4,-1,3,1,0
1174,4D6DropLow,14,14,8,15,17,14,2,2,-1,2,3,2
1175,4D6DropLow,16,13,15,13,8,12,3,1,2,1,-1,1
1176,4D6DropLow,16,13,17,12,15,13,3,1,3,1,2,1
1177,4D6DropLow,16,13,15,13,14,17,3,1,2,1,2,3
1178,4D6DropLow,11,16,14,14,11,8,0,3,2,2,0,-1
1179,4D6DropLow,14,16,17,16,10,15,2,3,3,3,0,2
1180,4D6DropLow,14,12,17,7,15,13,2,1,3,-2,2,1
1181,4D6DropLow,10,13,15,11,18,13,0,1,2,0,4,1
1182,4D6DropLow,16,10,12,17,17,11,3,0,1,3,3,0
1183,4D6DropLow,16,12,13,16,12,10,3,1,1,3,1,0
1184,4D6DropLow,14,13,16,14,17,17,2,1,3,2,3,3
1185,4D6DropLow,10,13,9,15,11,14,0,1,-1,2,0,2
1186,4D6DropLow,9,12,12,13,15,16,-1,1,1,1,2,3
1187,4D6DropLow,17,16,12,11,12,10,3,3,1,0,1,0
1188,4D6DropLow,13,9,12,11,16,10,1,-1,1,0,3,0
1189,4D6DropLow,11,14,16,10,12,14,0,2,3,0,1,2
1190,4D6DropLow,10,11,16,12,12,13,0,0,3,1,1,1
1191,4D6DropLow,15,14,16,9,9,15,2,2,3,-1,-1,2
1192,4D6DropLow,12,15,14,15,13,14,1,2,2,2,1,2
1193,4D6DropLow,17,13,12,14,12,17,3,1,1,2,1,3
1194,4D6DropLow,17,16,13,14,12,12,3,3,1,2,1,1
1195,4D6DropLow,12,10,15,9,10,13,1,0,2,-1,0,1
1196,4D6DropLow,14,12,11,14,14,15,2,1,0,2,2,2
1197,4D6DropLow,13,15,13,14,9,10,1,2,1,2,-1,0
1198,4D6DropLow,12,11,7,15,11,12,1,0,-2,2,0,1
1199,4D6DropLow,12,9,13,15,14,8,1,-1,1,2,2,-1
1200,4D6DropLow,8,14,15,13,9,13,-1,2,2,1,-1,1
1201,4D6DropLow,18,12,13,3,12,10,4,1,1,-4,1,0
1202,4D6DropLow,18,14,9,4,11,13,4,2,-1,-3,0,1
1203,4D6DropLow,12,15,12,13,14,13,1,2,1,1,2,1
1204,4D6DropLow,15,15,13,10,15,13,2,2,1,0,2,1
1205,4D6DropLow,17,9,9,8,11,11,3,-1,-1,-1,0,0
1206,4D6DropLow,13,13,11,16,13,9,1,1,0,3,1,-1
1207,4D6DropLow,8,13,10,15,10,15,-1,1,0,2,0,2
1208,4D6DropLow,12,8,18,14,7,11,1,-1,4,2,-2,0
1209,4D6DropLow,15,7,12,15,11,13,2,-2,1,2,0,1
1210,4D6DropLow,10,10,13,12,11,9,0,0,1,1,0,-1
1211,4D6DropLow,14,10,10,14,11,12,2,0,0,2,0,1
1212,4D6DropLow,12,14,13,13,10,6,1,2,1,1,0,-2
1213,4D6DropLow,11,13,13,10,12,14,0,1,1,0,1,2
1214,4D6DropLow,12,14,11,7,15,13,1,2,0,-2,2,1
1215,4D6DropLow,10,13,12,8,16,16,0,1,1,-1,3,3
1216,4D6DropLow,11,18,15,16,15,10,0,4,2,3,2,0
1217,4D6DropLow,10,13,14,10,15,15,0,1,2,0,2,2
1218,4D6DropLow,10,14,16,14,13,10,0,2,3,2,1,0
1219,4D6DropLow,7,12,14,9,17,13,-2,1,2,-1,3,1
1220,4D6DropLow,13,9,12,9,14,14,1,-1,1,-1,2,2
1221,4D6DropLow,13,14,10,6,5,11,1,2,0,-2,-3,0
1222,4D6DropLow,13,12,13,12,13,17,1,1,1,1,1,3
1223,4D6DropLow,15,13,14,9,8,17,2,1,2,-1,-1,3
1224,4D6DropLow,12,10,13,15,12,11,1,0,1,2,1,0
1225,4D6DropLow,15,12,9,16,10,10,2,1,-1,3,0,0
1226,4D6DropLow,7,13,16,12,11,10,-2,1,3,1,0,0
1227,4D6DropLow,16,16,10,12,13,15,3,3,0,1,1,2
1228,4D6DropLow,13,7,13,4,11,11,1,-2,1,-3,0,0
1229,4D6DropLow,12,17,11,8,7,14,1,3,0,-1,-2,2
1230,4D6DropLow,13,14,13,15,10,16,1,2,1,2,0,3
1231,4D6DropLow,17,14,12,10,10,12,3,2,1,0,0,1
1232,4D6DropLow,14,13,13,15,16,12,2,1,1,2,3,1
1233,4D6DropLow,12,13,18,10,12,11,1,1,4,0,1,0
1234,4D6DropLow,17,4,9,9,16,14,3,-3,-1,-1,3,2
1235,4D6DropLow,7,13,14,15,12,9,-2,1,2,2,1,-1
1236,4D6DropLow,8,10,9,14,14,9,-1,0,-1,2,2,-1
1237,4D6DropLow,14,13,9,13,8,12,2,1,-1,1,-1,1
1238,4D6DropLow,11,14,11,11,15,14,0,2,0,0,2,2
1239,4D6DropLow,9,14,10,13,10,15,-1,2,0,1,0,2
1240,4D6DropLow,15,14,9,13,10,16,2,2,-1,1,0,3
1241,4D6DropLow,9,10,16,11,11,12,-1,0,3,0,0,1
1242,4D6DropLow,11,14,13,16,10,9,0,2,1,3,0,-1
1243,4D6DropLow,10,14,14,10,12,11,0,2,2,0,1,0
1244,4D6DropLow,7,6,9,9,9,13,-2,-2,-1,-1,-1,1
1245,4D6DropLow,11,13,15,15,11,8,0,1,2,2,0,-1
1246,4D6DropLow,9,18,17,8,15,16,-1,4,3,-1,2,3
1247,4D6DropLow,13,15,13,13,10,13,1,2,1,1,0,1
1248,4D6DropLow,15,14,14,13,12,8,2,2,2,1,1,-1
1249,4D6DropLow,13,16,10,10,9,14,1,3,0,0,-1,2
1250,4D6DropLow,11,15,12,13,16,12,0,2,1,1,3,1
1251,4D6DropLow,15,12,8,13,7,12,2,1,-1,1,-2,1
1252,4D6DropLow,16,10,11,10,12,10,3,0,0,0,1,0
1253,4D6DropLow,14,13,10,16,11,11,2,1,0,3,0,0
1254,4D6DropLow,16,7,13,14,16,8,3,-2,1,2,3,-1
1255,4D6DropLow,17,9,6,6,11,11,3,-1,-2,-2,0,0
1256,4D6DropLow,8,12,16,14,13,10,-1,1,3,2,1,0
1257,4D6DropLow,14,16,10,15,7,7,2,3,0,2,-2,-2
1258,4D6DropLow,18,14,14,11,10,16,4,2,2,0,0,3
1259,4D6DropLow,11,11,13,13,13,13,0,0,1,1,1,1
1260,4D6DropLow,13,12,13,12,11,10,1,1,1,1,0,0
1261,4D6DropLow,15,13,16,9,8,14,2,1,3,-1,-1,2
1262,4D6DropLow,7,13,14,16,14,13,-2,1,2,3,2,1
